,Category,Skills,Degree,Institution
48,HR,"[' adminitrative dutie', ' adminitrative upport', ' ADP', ' ad', ' Attention to detail', ' Baic', ' benefit', ' Bi', ' calendar maintenance', ' call center', ' copying', ' data analyi', ' databae', ' databae', ' documentation', ' email', ' employee relation', ' expene report', ' faxing', ' filing', ' form', ' HRIS', ' Human Reource', ' HR', ' leaderhip', ' note', ' meeting', ' acce', ' Microoft Office Suite', ' Office', ' Multi-taking', ' organizational', ' payroll', ' policie', ' poter', ' preentation', ' reporting', ' reearch', ' Scheduling', ' Siebel', ' trategic', ' Supervior', ' telephone', ' phone', ' typing']","[' MBA', ' Bachelor of Art']","[' Benedictine Univerity', ' Benedictine Univerity']"
49,HR,"[' Bullhorn', ' Boolean Searche', 'Google Reume Search', ' LinkedIn X-ray earch', ' The Ladder', ' GitHub', ' Tech Fetch', 'Monter', ' Career Builder', ' LinkedIn', ' Indeed']","[' Human Reource Buine Partner Employee Relation Workforce planning and Analytic Training and Development', ' Mater of Buine Adminitration MBA', ' Bachelor of Science BSc']","[' Univerity of Wahington', 'NA', ' Mount Carmel College']"
50,HR,"[' ABRA', ' academic', ' Benefit', ' benefit adminitration', ' billing', ' bi', ' Ceridian', ' conflict reolution', ' Crytal Report', ' HRIS', ' Human Reource', ' HR', ' inurance', ' Proce invoice', ' local government', ' material', ' meeting', ' Excel', ' PowerPoint', ' Microoft Word', ' Payroll', ' PeopleSoft', ' performance review', ' peronnel', ' policie', ' QuickBook', ' reporting', ' afety', ' ale', ' SAP', ' preadheet', ' tax', ' tax return', ' written']","[' BBA', ' Macomb Community College']","[' MIOSHA Level One Certification          Baker College          General Indutry Certification', 'NA']"
51,HR,"['   Human Reource Management Skill      Employment Law  HR Policie  Procedure   Training  Development \xa0 \xa0   Performance Management   Employee Relation and Mediation   Benefit Adminitration \xa0 \xa0   Orientation  On-Boarding   Organizational Development   Staff Life cycle\xa0    Computer Skill    HRIS application PeopleSoft Enterprie Human Reource   MS Office Word', ' Excel', ' PowerPoint', ' Acce', ' Outlook   E-Mailing tool-MS Outlook', ' Window Outlook', ' Yahoo andGoogle \xa0 \xa0  NetworkingSkill- Job board and Networking ite\xa0    Soft Skill    Profeional communication kill and interperonal kill \xa0  Bilingual Thai  Englih  Excellent adaptability in new environment \xa0  Hard working', ' flexible and reliable   Honet Polite \xa0  Shapedeciion making  Excellent cutomer ervice kill  Creative  ']","[' Bachelor of Art', ' Mater of Science']","[' THE UNIVERSITY OF THAI CHAMBER OF COMMERCE', ' STRAYER UNIVERSITY']"
52,HR,['   Authorized to work in the US for any employer  '],"[' Mater of Science', "" Bachelor'""]","[' New England College of Buine and Finance', ' New England College of Buine and Finance']"
53,HR,"[' adminitrative', ' adminitrative upport', ' benefit', ' C', ' cah handling', ' cloing', ' coaching', ' com', ' Interperonal Skill', ' Council', ' cutomer ervice', ' Cutomer Service Skill', ' data entry', ' Deciion Making', ' Employee Relation', ' hiring', ' HRIS', ' Human Reource', ' HR', ' Interpretation', ' Labor Relation', ' leaderhip', ' merchandiing', ' Lia', ' negotiation', ' organizational', ' payroll', ' performance review', ' peronnel', ' policie', ' Problem Reolution', ' reconciling', ' recruiting', ' reporting', ' ale', ' ound', ' employee development']","[' Colorado State Univerity', ' Human Reource Certificate  Mountain State Employer Council']","[' Bachelor of Science', 'NA']"
54,HR,"['  articulate', ' benefit', ' cae management', ' employee communication', ' Human Reource', '  payroll', ' proceing payroll', ' peronnel', ' policie', ' procee', ' quality', ' recruiting', ' reearch', ' Staffing', ' phone', ' workflow ']","[' Mater', ' Bachelor of Art']","[' Northern Kentucky Univerity', ' Northern Kentucky Univerity']"
55,HR,"[' ADA', ' art', ' benefit', ' benefit adminitration', ' biotechnology', ' Branding', ' budget', ' change management', ' contract negotiation', ' contract negotiation', ' databae', ' deigning', ' direction', ' employee relation', ' enior management', ' Fax', ' focu', ' hiring', ' Human Reource', ' HR', ' Team Building', ' Leaderhip', ' Director', ' marketing', ' Organizational Development', ' payroll', ' Performance Appraial', ' performance management', ' policie', ' procee', ' proce improvement', ' Project Management', ' protocol', ' quality', ' RECRUITMENT', ' Recruiting', ' recruiter', ' reearch', ' Strategic', ' STRATEGIST', ' training deign', ' vendor management', ' Vendor Relation']","[' MS', ' JD', ' BA', ' Marquette Univerity']","[' Marquette Univerity', ' The John Marhall Law School', ' Bachelor of Art', 'NA']"
56,HR,"[' ADA', ' approach', ' arbitration', ' auditing', ' buine trategy', ' cae management', ' contract negotiation', ' crii management', ' finance', ' functional', ' HRIS', ' Human Reource', ' human reource', ' HR', ' information ytem', ' ISO', ' leaderhip', ' Material Science', ' money', ' negotiating', ' negotiation', ' negotiation', ' network', ' organizing', ' organizational', ' payroll', ' performance management', ' peronnel', ' policie', ' problem olving', ' quality', ' recruiting', ' recruiter', ' Safety', ' taffing', ' tructured', ' upervior', ' technical training']","[' Bachelor of Science', ' Aociate of Science', ' Aociate of Science']","[' Purdue Univerity', ' Purdue Univerity', ' State Univerity of New York - Coblekill']"
57,HR,"[' adminitrative upport', ' ADP', ' Benefit', ' coaching', ' Excellent communication', ' conflict reolution', ' conflictreolution', ' conultation', ' creative problem olver', ' cutomer atifaction', ' employee relation', ' employeerelation', ' form', ' human reource', ' HR', ' interpretation', ' Latin', ' leaderhip', ' legal', ' legal and compliance', ' letter', ' Director', ' managing', ' Excel', ' PowerPoint', ' Word', ' Payroll', ' People Soft', ' PeopleSoft', ' performance review', ' performance management', ' peronnel', ' Policie', ' Proce Improvement', ' Quick learner', ' read', ' recruiting', ' Safety', ' eminar', ' Spanih', ' Staffing', ' telephone', ' year-end']","[' Aociate of Art', ' BOROUGH OF MANHATTAN COMMUNITY COLLEGE']","[' HUNTER COLLEGE', 'NA']"
58,HR,['   '],[' BS'],[' Univerity of Dundee']
59,HR,"['  Adminitrative Management', ' Problem Solving', ' POS', ' Human Reource', ' Time Management', ' Cutomer Service', ' Critical Thinking', ' Great Organizational Skill', ' People Skill  ']","[' Bachelor of Art', ' Univerity of Maachuett Amhert']","[' Eugene Lang College The New School for Liberal Art', 'NA']"
60,HR,"[' Speak fluently in Englih', ' Chinee Mandarin and Cantonee', ' Malay\xa0']","[' Bachelor of Science', ' Aociate of Art and Science Degree']","[' George Maon Univerity', ' Lord Fairfax Community College']"
61,HR,"['   Place of Birth Aua', ' India Date of Birth 14th of Feb', ' 1986 Preent Reident in Chicago', ' IL Sex Female Statu Married Hobbie Cooking  Singing Highly active member of a cultural committee in previou organization reponible for arranging and coordinating variou event on a weekly bai   ']","[' Mater of Science', "" Mater' DegreeMater of Science"", ' MBA', ' Courework in Buine Adminitration HR', ' MGM College']","[' Cardiff Univerity', ' Cardiff Univerity', ' MIT School of Buine', ' Bachelor of Science', ' Courework in Computer Science']"
62,HR,"[' Benefit', ' central point of contact', ' clerical', ' conference', ' CPR', ' cutomer ervice', ' data entry', ' directing', ' documentation', ' fahion', ' faxe', ' focu', ' hiring', ' human reource', ' HR', ' inurance', ' inventory', ' meeting', ' acce', ' office', ' neat', ' policie', ' procee', ' receptionit', ' reception', ' Recruitment', ' recruiting', ' Reporting', ' SAP', ' Spanih', ' taffing', ' taking meage', ' telephone', ' telephone', ' phone', ' Type']",[' Diploma'],[' Roger High School']
63,HR,"[' Excel', ' Human Reource', ' M Excel', ' Training', ' Adp', ' Pivot Table', ' Recruiting', ' Adp Software', ' Billing', ' Eprie', ' Onboarding', ' Teting', ' Adminitrative Support', ' Adminitrative Aitant', ' Hr', ' New Hire Paperwork', ' Benefit', ' Integration', ' Integrator', ' Intranet', ' Intranet Content', ' Learning Management', ' Learning Management Sytem', ' Learning Management Sytem', ' Microoft Sharepoint', ' Sharepoint', ' Staffing', ' Training Program', ' Uability', ' New Hire', ' Acrobat', ' Adobe Acrobat', ' Illutration', ' Illutrator', ' Indeign', ' M Office', ' M Outlook', ' M Publiher', ' Outlook', ' Peopleoft', ' Photohop', ' Publiher', ' Applicant Tracking Sytem', ' Databae', ' Employee Databae', ' Claim', ' Cobra', ' Payment', ' Sap', ' Award', ' Budget', ' Correpondence', ' Adp Enterprie', ' File']",[' Bachelor of Fine Art'],[' American InterContinental Univerity']
64,HR,"[' art', ' bookkeeping', ' chart', ' Cico', ' client', ' client', ' client relation', ' databae', ' deigning', ' diagnoi', ' e-mail', ' filing', ' financial', ' government', ' hiring', ' HR', ' leaderhip', ' managing', ' Excel', ' mail', ' Microoft Office Suite', ' office', ' PowerPoint', ' Word', ' multimedia', ' organizing', ' Organizational', ' payroll', ' performance management', ' Peruaion', ' progre', ' Pychology', ' Quickbook', ' recruiting', ' Reearch', ' reearch deign', ' ale', ' preadheet', ' Statitic', ' tax', ' taxe', ' telecommunication', ' phone', ' content writing']","[' Univerity of California', ' Introduction to Indutrial-Organizational Pychology Statitic Social Pychology Reearch Seminar General Pychology Abnormal Pychology Child Development Cultural Anthropology Principle of Sociology and College Writing Certified Talent Management Specialit July 2014-January 2015Certified by Human Capital Growth Inc in talent management talent acquiition employee election training  development performance management and team effectivene']","[' BA', 'NA']"
65,HR,"['   Team Spot Award for being the bet team in driving Performance ManagementTeam Lead Award for "" Mentor Me Program""  ']","[' MBA', ' Bachelor of Commerce', ' Mater of Buine Adminitration']","[' KIMSUniverity Karnataka Univerity', ' BNDCUniverity Karnataka Univerity', 'NA']"
66,HR,['  Profeional and friendly Careful and active litener Multi-taking Careful and active litener '],"[' Edgecombe Community College', ' Nah Community College']","[' Select One', ' Certified Nuring Aitant    0307-0507 Nah Community College   -      Certified Nuring Aitant 2']"
67,HR,"['  Profeional Human Reource Certification PHR', ' June 2011 ']","[' BA', ' AAS']","[' State Univerity of New York Albany', ' Hudon Valley Community College']"
68,HR,"[' Profeional Human Reource PHR - Human Reource Intitute', ' 2006 - currentMember  Society of Human Reource Management and Richmond Society of Human Reource ManagementMember  Reid Intitute']","[' Newberry College', ' Bateburg Leeville High School']","['NA', ' HS Diploma']"
69,HR,"[""     Extenive people' kill and outtanding communicating kill to drive effectivene  Concrete kill trained in HR in the capacity of HR aitant for 3 year and more than 12 year hand-on experience in cutomer and financial ervice  Experience in the adminitration of benefit and compenation program and other Human Reource program  Quickly learn procedure and method"", ' with exceptional organizational kill  Evidence of the practice of a high level of confidentiality and trutworthine  Proven experienced team player bringing enthuiam and energy into group effort  ']","[' Mater of Art', ' Bachelor of Art']","[' Concordia Univerity', ' Univerity of Colombo']"
70,HR,['  Creative problem olving kill o rganized with attention to detail c  omputer proficient\xa0  cutomer ervice b  enefit p  ayroll r  ecord management e  mployee relation o  n-boarding and training\xa0  HRIS\xa0  MS Office Suite\xa0  ADP and Sage payroll        '],"[' Mater of Art', ' Bachelor of Science']","[' Regent Univerity', ' Colorado State Univerity']"
71,HR,['   Talent Aquiition  Onboarding  Documentation  Vender management  Microoft Office  '],"[' MBA', ' Bachelor of Science']","[' Utkal Univerity', ' OUAT']"
72,HR,"[' benchmarking', ' benefit', ' bi', ' cot reduction', ' documentation', ' engineer', ' executive coaching', ' enior management', ' financial', ' FSA', ' HR', ' inurance', ' managing', ' office', ' new contruction', ' payroll', ' performance review', ' performance management', ' permitting', ' policie', ' preenting', ' procee', ' program implementation', ' recruitment', ' renovation', ' RFP', ' afety', ' tax']","[' MBA', ' BBA']","[' Univerity of Houton', ' BBA']"
73,HR,['  CiHRG member\xa0  SHRM member and Graduate of Generalit Program '],[' Aociate of Science'],[' John A Logan College']
74,HR,['   Analytical and Statitical reporting\xa0  Public Speaking  Excellent Interperonal Skill  '],"[' Aociate', ' Bachelor']","[' Blue River Community College', ' UMKC']"
75,HR,"['  ADP', ' Benefit', ' budget', ' databae', ' employee relation', ' pecial event', ' enior management', ' General Manager', ' hiring', ' HRIS', ' inurance', ' Krono', ' labor relation', ' Lawon', ' leaderhip', ' managing', ' Medical Manager', ' meeting', ' Acce', ' Excel', ' MS Office', ' Outlook', ' PowerPoint', ' 2000', ' Word', ' newletter', ' Oracle', ' organizational development', ' payroll', ' PeopleSoft', ' performance review', ' peronnel', ' policie', ' Progre', ' QuickBook', ' record keeping', ' recruiting', ' reporting', ' retail', ' afety', ' teamwork', ' troublehoot ']","[' Mater of Science', ' BA']","[' Univerity of Phoenix', ' Interamerican Univerity of Puerto Rico']"
76,HR,"['   Profeional and friendly      Careful and active litener    Exceptional multi-taker    Deliver exceptional cutomer ervice     Computer knowledge and kill\u200b  Neat', ' clean and profeional appearance  Reliable team worker  Engaging peronality  Detail oriented  Peronal kill  Conflict reolution  Accurate and detailed   Computer knowledge and kill\u200b ']","[' High School Diploma', 'NA']","[' Southwet Career and Technical Academy', ' College of Southern Nevada']"
77,HR,"['  Proficient in Microoft Suite - Word', ' Excel', ' Powerpoint', ' Outlook  Variou Oracle baed HRIS', ' Budget and Accounting Software and Databae ']",[' Alaka Pacific Univerity'],[' Bachelor of Art']
78,HR,"[' baic', ' Benefit', ' budget', ' buine plan', ' cot reduction', ' CSS', ' client', ' client', ' databae', ' delivery', ' Deigning', ' full life cycle', ' Functional', ' hiring', ' HTML', ' HR', ' Internet Application', ' ISO', ' JavaScript', ' letter', ' Excel', ' MS Office', ' Outlook', ' Power Point', ' 2000', ' Window 95', ' 98', ' Word', ' ESS', ' MIS', ' Enterprie', ' Operating Sytem', ' Organizing', ' Organizational', ' Painting', ' Payroll', ' Performance Appraial', ' Performance Management', ' Peronnel', ' promotion', ' Recruitment', ' requirement', ' Safety', ' SAP', ' SAP R3 47', ' SAP-HR', ' cheduling', ' cheme', ' SQL', ' Time Management', ' training program', ' Written']","[' Bachelor of Education BEd', ' MBA', ' Bachelor of Science BSc']","[' Magadh Univerity', ' Xavier Intitute of Social Service', ' Ranchi Univerity']"
